ZIP Code,"Land Value
(1/4 Acre Lot, Standardized)","Land Value
(Per Acre, As-Is)",Land Share of Property Value,Lot Size,Interior Square Feet,Property Value (Standardized),Property Value (As-is)
66219,53000,213200,0.258,10440,1600,228600,197800
66220,69700,213000,0.241,15920,2050,262600,323500
66221,81700,230300,0.247,17940,2400,270300,384500
66223,60500,239200,0.247,10850,1680,258800,241400
66224,86400,265600,0.256,16190,2300,292600,385800
66226,51600,176100,0.241,13320,1680,226900,223600
66227,55600,172400,0.238,14070,1590,224400,234000
66402,11700,28000,0.111,22140,1140,183000,128600
66436,10500,36200,0.096,13770,1550,138400,119200
66440,7700,21200,0.086,20960,1330,130800,119300
66441,13500,50200,0.123,11450,1060,160600,106800
66451,7400,18900,0.093,21310,1200,131400,99400
66502,22800,60400,0.131,18170,1340,227300,190700
66503,22700,45300,0.105,26590,1590,255800,264000
66512,11900,25800,0.137,31320,1210,157200,135700
66514,11700,22600,0.121,37540,1140,173900,160900
66517,9100,28400,0.079,14710,1300,159900,120800
66523,9700,25000,0.136,21090,1210,120000,88900
66524,9200,24900,0.105,19280,1200,135800,105100
66531,7500,15400,0.066,26330,1380,163900,140200
66533,9000,25800,0.095,17240,1290,150800,107900
66535,15500,29500,0.124,31450,1210,187100,172000
66536,14100,43300,0.118,15310,1230,173300,128800
66539,12300,33000,0.113,19460,1250,185400,130700
66542,14200,27700,0.13,30650,1310,179100,149400
66543,5600,12100,0.069,28640,1160,141100,114800
66547,19600,40500,0.138,25300,1230,201800,170100
66604,12100,53400,0.129,9510,1260,146600,90300
66605,8900,31700,0.1,13240,1160,143100,96000
66606,11300,47600,0.131,10130,1240,139100,84700
66608,7100,23000,0.103,14290,1120,119300,73300
66609,14100,46200,0.115,14160,1230,171800,130900
66610,22200,61900,0.125,18550,1580,206200,210600
66611,11500,44000,0.127,11470,1230,144000,91300
66614,15900,60300,0.119,11510,1270,189600,133400
66615,16700,37300,0.129,23870,1260,179700,157700
66617,12300,24600,0.134,30930,1220,170400,130500
66618,14100,30700,0.117,26500,1300,183300,160200
66701,8300,25700,0.132,15610,1380,101000,69400
66713,8700,21100,0.115,23000,1620,102100,96800
66725,6000,15500,0.084,21320,1780,95200,90300
66739,6000,12600,0.095,31450,1640,91300,95300
66743,8400,18600,0.105,23910,1660,110900,97100
66762,13600,35300,0.118,18780,1730,139400,129000
66763,13300,36300,0.12,17750,1660,141000,123000
66770,6300,13300,0.072,31440,1850,107800,133700
66801,11100,40600,0.103,13120,1480,136400,118900
66835,3100,9000,0.049,22030,1330,100100,92000
66839,5500,17400,0.062,19700,1600,124800,127600
66856,5900,17600,0.071,20000,1440,123700,114300
66865,6700,19200,0.074,21460,1390,112800,127800
66871,3100,9100,0.046,21370,1660,98000,97900
67001,15400,49000,0.143,15520,1110,185600,121700
67002,21900,61000,0.138,18020,1270,220200,182800
67005,6700,18800,0.1,16650,1340,97300,71600
67010,12800,37000,0.134,16520,1120,172800,104900
67013,9000,22300,0.109,22320,1300,120300,104700
67016,9700,32100,0.112,13950,940,160200,92000
67017,15000,37100,0.146,23030,1140,192400,134200
67025,14900,49200,0.147,13860,1040,179500,106700
67026,13600,37900,0.144,18060,1060,173300,108900
67030,16600,43500,0.162,19900,1100,189900,122800
67037,18400,62700,0.147,13390,1080,202800,131600
67042,11600,40400,0.15,13200,1110,146500,81500
67050,15300,39800,0.154,20980,1120,182900,124600
67052,18900,54200,0.159,17940,1080,207200,140500
67056,15000,48200,0.157,14610,1150,138200,103100
67060,13200,38900,0.145,16140,970,174500,99300
67062,14300,44500,0.114,15500,1200,174300,139200
67067,17400,52000,0.151,16180,1030,203100,128100
67101,21600,67600,0.141,15400,1160,209300,169900
67107,14800,45900,0.137,15640,1190,182000,120000
67108,10200,32200,0.134,15200,1070,141300,83800
67110,14500,49600,0.137,14890,1080,177900,113000
67114,11400,40200,0.115,12710,1130,144900,102100
67124,7300,25400,0.067,13220,1490,147900,114200
67133,16000,45800,0.137,17570,1150,200500,135300
67135,13100,39700,0.133,17390,1160,142500,110600
67144,11500,37100,0.144,14490,1100,149000,85900
67147,16200,51100,0.15,15020,1040,189000,117100
67152,9400,32800,0.111,13010,1330,114000,88600
67156,10700,32700,0.12,14990,1370,122800,94000
67203,12800,55200,0.15,9220,990,158000,77900
67204,15900,46600,0.184,17080,1030,167300,99200
67205,27600,98700,0.154,13090,1230,243800,193000
67206,31800,100500,0.179,16350,1490,242600,210400
67207,17600,67400,0.153,11140,1040,188600,112600
67208,16600,70700,0.179,9450,1100,152400,85700
67209,17700,59500,0.159,13540,1040,200700,116600
67210,15600,66000,0.169,9510,960,161200,85300
67211,9300,45900,0.14,7550,900,127600,56800
67212,17100,67400,0.154,10800,1030,198700,108500
67213,9300,45100,0.143,7710,890,126900,55900
67214,6600,33700,0.121,7130,910,95400,45600
67215,16600,60500,0.129,11920,1030,207000,128700
67216,10400,41700,0.158,10450,890,132600,63300
67217,11800,47700,0.151,10170,910,155100,74000
67218,14800,66500,0.173,8750,1000,152400,77000
67219,12500,53700,0.139,9700,920,150500,86000
67220,16800,57700,0.158,13150,1060,189300,110100
67226,25100,94100,0.161,11860,1250,218100,159200
67227,16200,26400,0.13,49430,1410,202900,230700
67228,33800,110600,0.149,15390,1370,279700,262500
67230,33100,98400,0.16,17540,1510,250600,247100
67235,23900,81900,0.144,13660,1220,224000,178300
67401,20000,65600,0.119,15420,1690,192300,194600
67410,14400,44100,0.143,14830,1190,151600,105300
67431,16600,42300,0.158,19430,1190,154100,119300
67443,17000,47400,0.153,18440,1150,175200,131000
67456,17700,58200,0.149,14410,1250,179500,129500
67460,21200,74900,0.154,12660,1210,206800,141700
67501,4500,16300,0.072,12400,1060,119900,64700
67502,10800,31500,0.095,17700,1280,182600,135000
67505,9000,26800,0.104,16880,1130,147100,100000
67530,13500,40700,0.106,14620,1450,177700,129100
67543,6500,19700,0.082,15400,1200,131600,85600
67544,6700,26200,0.066,11100,1440,147000,101600
67546,12600,39800,0.11,15090,1180,175100,125300
67601,20300,74700,0.101,11830,1470,262400,201700
67637,7800,26400,0.062,13000,1360,180200,128100
67671,10800,36200,0.08,13140,1440,193200,137000
67701,11900,41200,0.084,12400,1400,189900,140400
67801,12300,40900,0.088,13320,1440,182700,142200
67835,11700,32700,0.085,17420,1450,172000,153500
67846,16000,56000,0.097,12530,1370,212900,166000
67851,15500,48200,0.098,14190,1220,211400,160300
67860,10100,34500,0.077,13550,1480,177700,138800
67867,11000,32100,0.08,16510,1600,166100,152800
67871,10300,39100,0.099,11480,1150,166300,104300
67876,10100,29400,0.081,15880,1510,158900,133100
67901,14700,58800,0.097,10760,1500,194100,149100
68002,18100,48100,0.164,19520,1160,167800,131600
68003,31000,105900,0.202,14810,1300,197100,172100
68005,23200,86100,0.218,11940,890,182700,108200
68007,33500,122000,0.165,12700,1480,215300,215100
68008,21200,59600,0.165,17450,1170,185600,145000
68016,64400,153200,0.424,22660,1220,224600,188100
68022,40100,137000,0.176,14930,1610,245500,267200
68023,21300,52700,0.166,22400,1180,181800,162900
68025,29900,119000,0.183,12460,1480,197600,166300
68028,34400,115100,0.182,14280,1340,223600,207200
68031,13000,47500,0.151,16810,1660,125800,121800
68034,13000,36800,0.146,17830,1080,149800,103100
68037,32500,81900,0.239,19410,1150,188400,152900
68041,17500,51800,0.192,18130,1200,159600,112300
68045,9100,32300,0.096,14400,1680,115100,111200
68046,34000,136000,0.192,10980,1270,220700,178300
68048,29400,92000,0.218,14780,1150,192300,143200
68059,27800,68700,0.246,25740,1080,203000,165000
68061,9900,33400,0.102,16360,1610,116000,123000
68064,48500,169500,0.262,16070,1340,243400,239000
68065,13500,40100,0.143,18300,1160,155400,117700
68066,23200,82200,0.198,12150,1140,177600,115800
68069,57200,192000,0.298,21480,1460,285100,318100
68073,21200,63100,0.166,17940,1220,191300,156200
68104,18500,79700,0.172,7990,840,186500,84900
68105,24700,115400,0.174,6470,970,202600,98800
68106,30700,137500,0.205,7340,890,240700,113100
68107,15000,68900,0.162,6970,770,168900,68000
68108,24600,102000,0.191,6060,860,171100,74200
68110,5700,25400,0.093,7420,860,104300,46600
68111,8100,38200,0.132,6600,710,117300,44000
68112,10900,45700,0.156,11340,870,152100,76100
68114,38500,151800,0.268,14280,1220,245100,185700
68116,33900,141100,0.167,9330,1370,223000,180800
68117,18800,72700,0.202,10300,750,194500,85000
68118,37300,146300,0.184,11500,1620,232300,210500
68122,27600,112600,0.183,8730,1010,204700,123100
68123,31300,126800,0.204,10250,1070,213000,145900
68124,37700,144000,0.255,14430,1200,255300,186900
68127,28200,118700,0.208,9200,1030,215700,120400
68128,30800,133600,0.196,9230,1000,217800,144200
68130,40700,160900,0.185,11650,1590,243800,232700
68131,19500,91700,0.144,6400,1110,173600,93300
68132,46800,204700,0.222,9310,1320,274600,197200
68133,34600,124000,0.182,12560,1330,226400,196400
68134,21700,79300,0.205,12020,910,202400,107000
68135,33500,135600,0.172,10000,1420,219500,181400
68136,34700,130200,0.175,11680,1330,229000,199300
68137,28800,122100,0.206,8780,980,221000,119700
68138,29200,130800,0.203,8280,900,213200,122200
68142,37200,146100,0.161,11910,1340,243900,231200
68144,28700,116100,0.205,10500,1100,224400,136700
68147,22900,83300,0.205,11810,840,185900,109900
68152,19000,59700,0.206,21160,1110,190300,140600
68154,35200,139700,0.211,12120,1400,230100,183900
68157,26700,111400,0.211,9570,920,197400,116000
68164,30400,129600,0.195,8890,1090,223500,135600
68301,18400,45700,0.159,25470,1660,163200,167500
68310,17900,61000,0.147,13360,1460,153500,127500
68313,11500,30200,0.144,20790,1090,123200,99800
68317,34900,113800,0.261,14770,1060,196400,147500
68331,15800,48600,0.126,16850,1460,163800,149600
68333,22300,82400,0.196,11870,1050,160400,114400
68343,8100,26200,0.104,16050,1060,131200,93000
68347,34300,99500,0.234,16420,1180,205400,165000
68349,25300,69500,0.252,17830,1170,154100,112900
68352,8400,29900,0.107,13810,1570,108600,88200
68354,2200,8000,0.045,24070,1560,101200,98400
68358,28900,88300,0.28,16310,1020,182400,118300
68359,10900,33600,0.139,16680,1100,125500,92700
68361,5900,20900,0.062,16700,1610,124800,130300
68366,31600,78900,0.335,20740,1120,156600,112200
68368,19200,54000,0.162,19760,1190,169000,151400
68371,10000,34000,0.107,14620,1150,126000,106400
68372,38100,132900,0.233,12800,1120,215300,167400
68401,8200,24500,0.089,20470,1130,123500,129800
68402,33900,123700,0.238,12130,1000,217700,145000
68405,28900,96700,0.21,13950,1100,188100,147400
68410,19500,57400,0.151,17190,1550,168500,150300
68418,18700,53600,0.128,19200,1440,164900,184000
68430,31800,80000,0.226,22960,1160,200500,186900
68434,31500,117400,0.199,11510,1100,193700,155700
68436,2900,10500,0.034,16090,1600,107100,113200
68446,17300,57200,0.13,13460,1410,175600,136400
68455,90600,357300,0.554,10840,1170,245300,160500
68456,16300,57900,0.161,12920,1050,141100,106900
68462,39500,149700,0.253,11460,1100,223800,155600
68463,23200,60300,0.235,18950,1170,159800,111800
68465,15800,54400,0.16,13640,1070,146100,106700
68466,3900,11600,0.068,18580,1540,87500,72200
68467,17200,62200,0.152,12350,1110,150700,115800
68502,44600,217000,0.297,7520,1120,221600,126100
68503,35400,177500,0.313,6930,950,176300,90300
68504,37200,174400,0.298,7800,900,209600,104600
68505,42000,191500,0.281,8280,960,232000,129600
68506,47700,196900,0.312,9610,1080,235700,139200
68507,42100,198400,0.289,7820,950,223300,123200
68510,43900,194400,0.313,8720,1030,225100,124200
68512,59000,239800,0.264,10270,1290,272000,214100
68516,55700,230100,0.268,9670,1240,258800,190600
68520,74100,195000,0.282,20870,1640,301100,331500
68521,45000,211600,0.26,7710,1010,236200,143900
68522,42800,173400,0.272,9350,930,234900,136700
68523,62400,119500,0.244,36440,1740,289100,409200
68524,36800,147300,0.283,10210,970,201700,122000
68526,66400,267700,0.241,10370,1480,280700,264100
68527,64900,157500,0.249,21270,1480,278900,308800
68528,54600,245700,0.292,7960,1070,235300,153800
68532,35000,64200,0.232,45860,1500,213100,291000
68601,32100,103800,0.181,13900,1500,203900,183300
68642,22400,68400,0.122,15150,1790,188800,195700
68649,16000,60200,0.199,25980,1800,127100,180400
68701,20700,73400,0.124,12920,1500,188700,174600
68713,11300,27100,0.094,22110,1650,141800,147000
68715,12600,40900,0.092,15410,1610,166000,157400
68716,7800,21700,0.076,20120,1600,137200,132700
68730,25700,58200,0.19,26640,1520,151500,187700
68731,11500,35100,0.093,16740,1340,170300,144900
68739,14700,40000,0.109,18450,1760,141200,154800
68740,7800,23900,0.077,18630,1530,142900,132200
68743,13600,35500,0.079,20560,1830,177500,213000
68745,10200,30800,0.093,16390,1550,128100,124600
68748,6900,24600,0.079,13190,1550,121500,94800
68763,12100,36200,0.094,17400,1560,170000,153200
68765,8500,26900,0.082,17510,1590,135300,131900
68767,11200,38700,0.082,14150,1650,153900,153200
68769,7400,23500,0.08,16680,1510,124200,112000
68771,7500,23400,0.072,15490,1500,126700,115900
68776,18600,60500,0.128,13940,1360,183300,151400
68779,9800,28700,0.095,16750,1690,126300,116500
68780,9700,23900,0.082,24090,1630,144700,160800
68784,9700,25900,0.063,22510,1860,158500,213900
68787,15200,52200,0.105,13470,1520,168700,153700
68788,17700,53200,0.121,16950,1690,161000,171500
68791,9300,35300,0.084,11530,1650,126100,111000
68801,19000,71000,0.187,11690,960,179800,101400
68803,22800,80700,0.181,13300,1010,205900,136200
68812,10600,25100,0.085,19290,1230,157700,131400
68818,17000,53500,0.107,15730,1630,166600,179600
68824,14600,42500,0.169,18040,1010,156400,104200
68826,12100,37800,0.121,20920,1780,120200,150400
68832,19500,53800,0.182,22950,1170,192500,156000
68836,12400,34300,0.089,16810,1440,166600,148700
68840,14300,33200,0.106,21100,1480,160700,149700
68843,10300,34200,0.082,15120,1670,134400,144300
68845,37600,114000,0.174,14880,1550,234000,222500
68847,37200,127000,0.191,12790,1340,229200,194100
68850,10800,34500,0.091,14550,1580,141700,126900
68854,29900,59200,0.145,32440,2130,183000,304000
68863,5500,14500,0.062,23970,1680,128400,129000
68865,14700,35100,0.092,30640,1810,171900,269300
68866,11100,23500,0.085,23390,1380,158400,148700
68869,10800,36700,0.093,13050,1460,136800,118000
68870,11200,23300,0.085,24430,1570,164400,154800
68873,15700,43200,0.113,16950,1630,158400,148700
68876,10600,29300,0.087,17380,1520,147800,133700
68883,16100,45000,0.193,19460,1020,159900,104100
68901,17300,62500,0.111,13350,1550,189900,173000
68924,14100,44500,0.106,15570,1510,166500,150600
68927,6400,23000,0.066,13570,1520,137500,109100
68933,3900,12600,0.055,19520,1580,112700,103400
68937,94900,335800,0.302,11150,1560,316200,284900
68949,15000,60300,0.108,10080,1450,166800,129200
68955,14800,36100,0.102,27430,1620,169900,224100
68956,8500,25900,0.083,18610,1670,133900,133100
68958,5800,18500,0.062,18690,1570,119900,127700
68959,14400,44800,0.107,14550,1500,169500,139700
68979,4800,16600,0.049,15930,1840,125500,124200
69001,8700,31900,0.09,11820,1010,175600,96000
69101,14900,44400,0.098,15600,1590,177100,161600
69123,10600,34800,0.09,16010,1530,152600,142300
69130,9500,29500,0.082,14940,1630,136000,122800
69138,14800,53800,0.101,12450,1510,166500,152500
69143,12300,27900,0.108,23410,1440,155700,138900
69153,14500,50000,0.117,13450,1420,161000,132300
69162,16600,66500,0.127,10490,1010,200500,125800
69165,10400,25600,0.086,20810,1480,156900,142100
69341,18800,74100,0.153,10560,990,227200,117200
69357,11400,29900,0.148,19240,980,176600,89300
69361,17700,66800,0.164,11300,990,214000,105700
70001,168300,742200,0.346,6230,1930,307600,306600
70002,170500,738400,0.336,7130,2540,286900,359900
70003,96400,426300,0.311,6900,1830,239500,217000
70005,268600,1213700,0.378,6850,2480,370800,505200
70006,131600,565600,0.331,7260,2200,260600,284900
70030,29300,93200,0.177,18220,2050,186800,220800
70031,31500,117600,0.185,11880,1650,185000,173600
70032,24500,100800,0.106,8100,1750,171400,176700
70036,51300,138900,0.249,15700,1770,208700,201200
70037,69600,202700,0.227,15990,2380,250200,328100
70039,33500,125100,0.189,11450,1670,184700,174300
70041,12900,20700,0.106,38260,2280,126100,171100
70043,18900,83700,0.085,6980,1750,162700,157200
70047,61500,242400,0.244,11050,2190,218700,252100
70049,18500,58400,0.171,22920,2170,123300,179900
70051,22600,68500,0.2,21130,1870,140200,166400
70052,32500,118900,0.182,12650,1840,179600,189400
70053,70300,296500,0.243,6510,1630,223900,182600
70056,42000,186400,0.178,7780,2080,178700,187500
70057,40900,152000,0.196,12460,1970,195900,221800
70058,36400,162200,0.154,7320,2010,171400,177500
70062,57500,246700,0.246,6850,1460,214800,157800
70065,83700,376100,0.249,7370,2170,227600,255200
70067,26400,74900,0.195,24410,2000,172700,215100
70068,37400,144300,0.194,10840,1900,177600,184900
70070,52800,204800,0.227,11600,2070,210800,240700
70071,31800,99400,0.196,15740,1980,173900,183600
70072,40700,166000,0.185,8130,1740,179100,167700
70075,22000,95200,0.1,8090,1900,164700,177000
70079,43600,178800,0.225,9680,1680,199200,176800
70080,37100,120500,0.236,14950,1680,192500,174900
70083,54300,193300,0.197,11530,1910,223300,260300
70084,25400,97300,0.186,11480,1740,148800,137800
70085,15800,47600,0.121,19230,1800,150100,173200
70086,19900,47800,0.139,23770,2290,152600,187700
70087,47200,194800,0.22,9480,1790,198900,192500
70090,23700,67200,0.162,21200,1910,161700,194000
70092,15100,63600,0.09,8220,1660,145700,133800
70094,29500,110600,0.173,9340,1590,160500,136800
70112,464600,1025700,0.245,3300,1710,491300,317600
70113,116000,610000,0.178,3260,1670,300000,256400
70114,71900,274200,0.188,6260,1800,237300,209700
70115,439800,2204900,0.36,4370,2300,539300,613800
70116,443100,1933300,0.328,3250,1770,552200,440000
70117,152800,741300,0.253,4000,1560,342400,268900
70118,339600,1705100,0.344,5020,2310,477600,571600
70119,201500,1015900,0.282,4240,1790,395400,351300
70121,99600,435200,0.315,6450,1440,290800,204700
70122,88200,425700,0.25,6810,1980,249500,266400
70123,128200,521800,0.345,8970,2150,276000,311500
70124,255700,1147600,0.343,6670,2570,379600,511900
70125,190500,927800,0.284,5210,2210,365400,390400
70126,26200,116900,0.119,6810,1870,162700,153400
70127,25200,112200,0.118,6770,1850,160700,147200
70128,28700,126600,0.12,8040,2310,162700,195200
70129,24200,101100,0.143,10330,2010,161300,168000
70130,508800,2191000,0.32,4330,2490,551100,680300
70131,40200,168000,0.159,9850,2460,179600,239100
70301,36700,103400,0.179,17890,1900,204200,236600
70339,46300,115400,0.237,21510,1860,202300,235600
70341,22600,46100,0.181,31840,2000,151000,185800
70342,41700,157200,0.17,12200,2120,207400,259600
70343,33200,74800,0.204,27590,2040,186500,231800
70344,24900,63600,0.217,20830,1630,154700,139900
70345,23900,70600,0.154,18040,1930,170000,189900
70346,25100,67900,0.169,18350,1950,158400,166300
70354,21400,64300,0.167,16270,1810,150400,143500
70355,25200,62500,0.175,21250,1770,168400,174200
70357,35300,119500,0.206,12700,1630,193100,169500
70358,87600,319200,0.289,11180,1460,318600,283800
70359,33800,101600,0.175,16740,1740,198500,219500
70360,50800,161600,0.195,15400,2120,225700,292900
70363,27100,82400,0.195,15430,1630,167300,149300
70364,35700,124500,0.194,13040,1700,196100,184100
70372,22000,53400,0.186,23980,1630,153100,158400
70373,24100,69300,0.165,17710,1770,172100,171300
70374,26300,76600,0.164,17400,1860,180800,187200
70377,21100,44600,0.205,29280,1640,150700,146300
70380,36400,148400,0.184,10410,1910,184600,179900
70390,24000,55300,0.172,26260,1930,157800,194100
70392,26600,90100,0.176,14610,1750,169900,171600
70393,27900,91900,0.179,14400,1680,161900,169700
70394,28900,78100,0.182,18940,1800,181600,186700
70395,32300,67300,0.19,31600,1950,193300,257600
70397,56300,96900,0.241,27850,1950,225100,256900
70401,28400,50100,0.196,29060,1740,167800,170000
70403,23600,44600,0.176,27780,1650,167000,161100
70420,35700,75100,0.178,24820,1930,208000,240500
70422,16000,24600,0.177,36240,1560,129800,115300
70426,6500,6500,0.068,59470,1860,96000,129800
70427,8100,13100,0.087,33800,1890,101900,115300
70431,13400,18400,0.12,59850,1980,168200,211300
70433,54300,136400,0.208,21400,2380,218600,322700
70435,24300,37600,0.154,40180,2010,183000,224400
70437,14600,20300,0.128,54440,1810,177100,199200
70438,10600,12800,0.085,45630,1900,118900,156900
70441,14200,18100,0.12,47250,2080,118600,162500
70443,12700,18000,0.138,41350,1550,138900,124600
70444,10000,13700,0.148,43120,1430,112000,92300
70445,20300,35200,0.157,38550,1920,173500,198000
70446,16400,21900,0.143,46660,1620,161100,164900
70447,47500,104400,0.187,24550,2340,214900,315000
70448,55000,171000,0.213,15660,2230,227600,288900
70449,55700,115200,0.213,22670,1930,252100,282600
70452,18400,30100,0.128,41120,2140,170400,221100
70454,23800,43800,0.169,28430,1640,172500,168900
70455,19000,26700,0.172,41790,1470,161300,148900
70458,38100,135300,0.182,12770,2060,187100,217400
70460,21100,48400,0.153,23240,1930,158800,168400
70461,34700,86700,0.166,21220,2380,178600,254200
70462,46600,91300,0.201,23900,1980,227300,249400
70466,14800,21200,0.144,41660,1530,153800,140400
70471,58200,137300,0.197,22550,2750,216300,360600
70501,27900,104500,0.17,11270,1770,174600,158800
70503,60600,197200,0.201,14740,2390,234900,332000
70506,38400,149700,0.182,10640,1830,213900,201300
70507,29100,73300,0.147,18820,1940,191500,215100
70508,60500,216200,0.183,12060,2230,241400,327500
70510,19300,34900,0.131,30420,1950,150800,186500
70512,19600,29700,0.13,38750,1850,159000,203400
70514,19200,50700,0.173,22960,1800,148500,154900
70515,11400,17700,0.096,39720,1900,124200,166600
70516,15100,23400,0.118,41970,1920,146800,190700
70517,22400,40600,0.142,30500,1840,167900,199700
70518,41600,140700,0.162,14480,1980,223800,265200
70520,25400,57700,0.15,22310,1760,198700,196400
70525,16300,31300,0.124,35680,1790,147700,169500
70526,20400,43800,0.138,23880,2020,147200,174300
70528,19200,48000,0.131,21920,1780,152500,158000
70529,23800,48000,0.146,26320,1800,197100,199500
70531,12100,16400,0.109,49430,1950,134300,171700
70532,11900,20100,0.111,30600,1880,118100,127500
70533,15800,25500,0.111,35830,1940,147700,187800
70535,17100,35400,0.123,27490,1930,147500,168700
70538,24700,58900,0.195,25130,1990,151700,173900
70542,18000,27700,0.156,36700,1850,128900,150100
70543,13800,19800,0.118,43890,1880,138000,169000
70544,15400,32400,0.155,30850,1900,126500,148100
70546,16700,29000,0.117,29810,1950,144700,167300
70548,14300,22800,0.12,35500,1810,137900,155000
70549,23500,41300,0.16,28590,1920,146300,169700
70552,17400,30900,0.158,34600,1780,151200,155300
70554,11600,20600,0.111,30940,1880,110400,132100
70555,24400,38400,0.135,36640,2020,169700,239000
70559,11900,18800,0.116,36760,1780,121600,136900
70560,19500,44600,0.138,22900,1880,151800,169300
70563,24500,56900,0.148,22970,2020,169700,202900
70570,19900,37300,0.132,28400,2000,145600,183700
70577,22100,36800,0.153,32340,1740,159400,178400
70578,19900,39900,0.134,27160,1860,152900,175300
70581,14400,25500,0.098,29220,1960,147700,173900
70582,18100,31200,0.136,34580,1900,150800,181600
70583,24500,54200,0.144,22620,1760,199400,189400
70584,23800,37000,0.133,36490,2000,165300,232800
70586,12300,18500,0.097,39720,2010,123200,174300
70589,15400,20100,0.117,45940,1930,135500,181900
70591,13400,21700,0.108,31740,1840,138200,146500
70592,42100,140100,0.161,13580,1910,228100,256200
70601,29100,116700,0.156,10940,1850,179800,187400
70605,43000,116000,0.176,18010,2360,192100,272000
70607,25000,51300,0.154,22540,1850,164700,171000
70611,26700,44400,0.147,33740,2180,167500,233600
70615,18700,35600,0.146,27770,1830,135000,155600
70630,19300,20000,0.113,46860,2060,165400,190200
70631,44600,97600,0.187,19440,1560,282100,232600
70633,14500,22100,0.116,38100,1980,128500,165300
70634,15100,24400,0.109,32600,1970,143600,168800
70645,51600,68900,0.154,29160,1930,316300,298500
70647,20600,36500,0.123,32010,2000,151700,207600
70648,12100,17300,0.099,40650,1930,124800,163000
70652,17100,18000,0.109,56560,2210,133900,214300
70653,11300,13000,0.112,49130,1760,125600,130200
70655,9100,13700,0.1,37800,1880,107400,118700
70657,19800,24900,0.123,45840,1940,153800,210300
70659,11500,35700,0.092,14380,1540,160000,128700
70663,22800,55300,0.148,19890,1870,160000,171000
70665,25800,39600,0.138,36930,2280,162200,243400
70668,12900,20900,0.116,34160,1880,125100,141400
70669,24000,55700,0.153,21900,1890,161100,183400
70706,32200,61900,0.18,26520,1890,197400,208600
70710,34900,95700,0.186,17410,1810,200000,205500
70711,19300,29000,0.133,34930,1780,169400,174400
70714,19300,42000,0.179,28120,1810,160100,151400
70719,38500,89600,0.195,22030,2010,203400,231800
70722,18000,24500,0.14,45190,1940,147700,182600
70725,31000,84100,0.189,17450,1910,170900,178100
70726,33900,80100,0.186,20280,1890,190900,200600
70729,23900,31700,0.151,49790,2090,179300,239600
70730,17700,25100,0.143,43080,1720,151700,173900
70733,30200,52800,0.174,28190,1750,207200,196100
70734,58500,178100,0.214,14980,2260,231000,286500
70737,44800,104800,0.209,20350,1960,215200,234300
70739,39400,79700,0.23,28930,2040,201800,230500
70740,22700,29300,0.161,42220,1860,151000,177200
70743,27600,59500,0.216,39260,2100,179300,248700
70744,19200,23100,0.148,49030,1890,160700,175200
70748,26400,42500,0.161,39400,2290,165100,240100
70749,93000,176200,0.361,22980,1820,286800,257500
70750,16000,24800,0.128,36470,1810,143000,162900
70752,31800,35700,0.175,38880,1720,202200,182500
70754,27300,41500,0.162,34380,1880,184000,201800
70755,28900,34600,0.164,36450,1760,196400,176100
70757,26500,28000,0.148,43660,1960,174100,189800
70759,23800,24300,0.148,42690,1860,179100,161000
70760,82300,189100,0.295,18970,2100,231100,279500
70762,147100,226100,0.422,28350,2130,284200,349100
70763,35700,88300,0.195,26700,2310,177000,277300
70764,29500,60700,0.167,23480,2010,172500,196300
70767,33300,70300,0.175,24470,2040,195300,225500
70769,52000,124300,0.213,20090,2170,223400,269300
70770,31300,52600,0.214,40100,1980,200000,226600
70772,22200,33000,0.129,36270,2140,164100,212200
70774,48300,78300,0.221,35280,2040,227900,269300
70775,49800,76400,0.193,31490,2140,245300,285600
70776,50400,114700,0.191,19990,2150,206000,274900
70777,26300,37800,0.189,50120,2040,179800,230000
70778,38300,82800,0.202,22720,1920,201200,214000
70783,95400,140500,0.298,29600,2090,285200,319900
70785,32300,63100,0.184,25060,1810,194900,197400
70788,19600,32900,0.145,30990,1900,145600,160900
70791,39200,80400,0.208,27530,2090,201500,244500
70802,62800,333500,0.313,6240,1480,207200,152700
70805,14800,55300,0.192,11250,1470,106900,74400
70806,100200,341900,0.335,13170,2150,274000,308700
70807,16100,47800,0.175,15850,1650,122900,99200
70808,117800,364300,0.346,15720,2440,288300,380100
70809,91400,307000,0.27,14170,2490,250700,369900
70810,85900,300800,0.254,13390,2420,248400,363500
70811,19900,53200,0.187,19520,1690,149900,127700
70812,17100,57900,0.181,13040,1490,133800,95700
70814,24300,78900,0.185,14310,1760,161400,139900
70815,31700,103100,0.197,14370,2140,159200,172800
70816,45600,157900,0.218,12740,2070,192400,211700
70817,55300,169500,0.237,15460,2150,213100,254000
70818,39700,84000,0.223,26970,2120,198300,233300
70819,24100,98600,0.185,10050,1510,166100,123200
70820,64800,231100,0.249,12280,2080,225900,261400
71001,7900,13600,0.075,27410,1850,111200,114300
71006,36900,65900,0.159,32700,2430,208200,310200
71007,14000,19200,0.138,51470,1810,153000,163600
71019,14900,19500,0.133,45550,2050,126600,153800
71023,12600,19300,0.16,46520,1520,151300,128800
71027,26100,24000,0.134,54000,1950,164300,221700
71032,18000,16800,0.098,52750,2160,158400,207600
71033,18300,29600,0.134,38600,2020,167900,195800
71037,25800,60600,0.139,21710,1960,194500,216700
